property_type,price,size,location,rooms,floor,title,seller_type,size_num,price_per_m2
3-комнатная квартира,102000000,120 м²,"Есильский р-н, Турар Рыскулов 3",3,2/15,3-комнатная квартира · 120 м² · 2/15 этаж,Other,120.0,850000.0
1-комнатная квартира,9500000,29 м²,ЖМ Лесная поляна 5,1,5/5,1-комнатная квартира · 29 м² · 5/5 этаж,Other,29.0,327586.2068965517
4-комнатная квартира,55000000,120 м²,Бокейхана 68,4,7/9,4-комнатная квартира · 120 м² · 7/9 этаж,Other,120.0,458333.3333333333
1-комнатная квартира,19300000,45 м²,"р-н Байконур, кобыланды батыра 7в",1,3/12,1-комнатная квартира · 45 м² · 3/12 этаж,Other,45.0,428888.8888888889
2-комнатная квартира,28900000,42 м²,"Нура р-н, Е-36 11",2,4/18,2-комнатная квартира · 42 м² · 4/18 этаж,Other,42.0,688095.2380952381
2-комнатная квартира,29000000,53.5 м²,Аэропортная 62,2,10/10,2-комнатная квартира · 53.5 м² · 10/10 этаж,Other,53.5,542056.0747663551
1-комнатная квартира,16900000,48 м²,мкр Астана 18 — Напротив 46ой школы,1,4/5,1-комнатная квартира · 48 м² · 4/5 этаж,Other,48.0,352083.3333333333
3-комнатная квартира,15700000,50 м²,Астана 34/1,3,5/5,3-комнатная квартира · 50 м² · 5/5 этаж,Other,50.0,314000.0
4-комнатная квартира,78000000,90 м²,"Бостандыкский р-н, Жандосова 34А — Ауэзова",4,6/9,4-комнатная квартира · 90 м² · 6/9 этаж,Other,90.0,866666.6666666666
3-комнатная квартира,39000000,75 м²,"Алатауский р-н, мкр Саялы — Автоцон",3,3/5,3-комнатная квартира · 75 м² · 3/5 этаж,Other,75.0,520000.0
3-комнатная квартира,26500000,85 м²,17-й мкр 78,3,2,3-комнатная квартира · 85 м² · 2 этаж,Other,85.0,311764.70588235295
2-комнатная квартира,35000000,56 м²,17-й мкр 6,2,15/18,2-комнатная квартира · 56 м² · 15/18 этаж,Other,56.0,625000.0
2-комнатная квартира,21000000,44 м²,"Турксибский р-н, Кассина 166",2,1/2,2-комнатная квартира · 44 м² · 1/2 этаж,Other,44.0,477272.7272727273
1-комнатная квартира,22200000,32 м²,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/35 - 340/35 к17",1,4/9,1-комнатная квартира · 32 м² · 4/9 этаж,Other,32.0,693750.0
3-комнатная квартира,90000000,120 м²,"Бостандыкский р-н, Хусаинова 225 — Розыбакиева",3,12/14,3-комнатная квартира · 120 м² · 12/14 этаж,Other,120.0,750000.0
1-комнатная квартира,13000000,32.7 м²,Байтурсынова 78 23,1,2/5,1-комнатная квартира · 32.7 м² · 2/5 этаж,Other,32.7,397553.51681957184
3-комнатная квартира,105000000,73 м²,"Алмалинский р-н, Манаса 109/11-19",3,13,3-комнатная квартира · 73 м² · 13 этаж,Other,73.0,1438356.1643835616
3-комнатная квартира,37000000,111.8 м²,"16-й мкр , 16 мкрн 90",3,4/6,3-комнатная квартира · 111.8 м² · 4/6 этаж,Other,111.8,330948.12164579605
2-комнатная квартира,29000000,71 м²,17-й мкр 48 — жк АСЫЛТАС,2,9/15,2-комнатная квартира · 71 м² · 9/15 этаж,Other,71.0,408450.7042253521
1-комнатная квартира,18100000,46 м²,Жамбыла 20/1 — проспект Жамбыла и улицы Сатпаева,1,5/5,1-комнатная квартира · 46 м² · 5/5 этаж,Other,46.0,393478.26086956525
1-комнатная квартира,13000000,32.7 м²,Байтурсынова 78 23,1,2/5,1-комнатная квартира · 32.7 м² · 2/5 этаж,Other,32.7,397553.51681957184
3-комнатная квартира,105000000,73 м²,"Алмалинский р-н, Манаса 109/11-19",3,13,3-комнатная квартира · 73 м² · 13 этаж,Other,73.0,1438356.1643835616
3-комнатная квартира,37000000,111.8 м²,"16-й мкр , 16 мкрн 90",3,4/6,3-комнатная квартира · 111.8 м² · 4/6 этаж,Other,111.8,330948.12164579605
2-комнатная квартира,29000000,71 м²,17-й мкр 48 — жк АСЫЛТАС,2,9/15,2-комнатная квартира · 71 м² · 9/15 этаж,Other,71.0,408450.7042253521
1-комнатная квартира,18100000,46 м²,Жамбыла 20/1 — проспект Жамбыла и улицы Сатпаева,1,5/5,1-комнатная квартира · 46 м² · 5/5 этаж,Other,46.0,393478.26086956525
2-комнатная квартира,17500000,50 м²,мкрн Береке,2,5/6,2-комнатная квартира · 50 м² · 5/6 этаж,Other,50.0,350000.0
2-комнатная квартира,23500000,57 м²,"Алматы р-н, Каршыга Ахмедьярова 2",2,12/12,2-комнатная квартира · 57 м² · 12/12 этаж,Other,57.0,412280.70175438595
4-комнатная квартира,249999999,189 м²,"Нура р-н, Карашаш ана",4,2/6,4-комнатная квартира · 189 м² · 2/6 этаж,Other,189.0,1322751.3174603174
1-комнатная квартира,28000000,50 м²,"Абайский р-н, мкр Кайтпас 2, Сырым батыр 2а — Тулеметова-Сырым батыр",1,12/16,1-комнатная квартира · 50 м² · 12/16 этаж,Other,50.0,560000.0
3-комнатная квартира,23000000,67 м²,Энергетик 3,3,10/10,3-комнатная квартира · 67 м² · 10/10 этаж,Other,67.0,343283.58208955225
2-комнатная квартира,13500000,48 м²,мкр. Алтын орда 49Р,2,2/5,2-комнатная квартира · 48 м² · 2/5 этаж,Other,48.0,281250.0
3-комнатная квартира,48500000,70 м²,"Бостандыкский р-н, Торайгырова 11 — Мустафина СРОЧНАЯ ПРОДАЖА",3,4/5,3-комнатная квартира · 70 м² · 4/5 этаж,Other,70.0,692857.1428571428
3-комнатная квартира,130000000,131 м²,"Бостандыкский р-н, Сыргабекова 55",3,4/4,3-комнатная квартира · 131 м² · 4/4 этаж,Other,131.0,992366.4122137404
1-комнатная квартира,24000000,52 м²,"мкр. Алтын орда, Р-н Батыс 2 5 — Ресторан 1001",1,4/5,1-комнатная квартира · 52 м² · 4/5 этаж,Other,52.0,461538.46153846156
3-комнатная квартира,128000000,114 м²,"Медеуский р-н, Аль-Фараби 100 — Шашкина",3,2/6,3-комнатная квартира · 114 м² · 2/6 этаж,Other,114.0,1122807.0175438595
3-комнатная квартира,35500000,90 м²,Естая 95 — Кафе Лотос,3,10/12,3-комнатная квартира · 90 м² · 10/12 этаж,Other,90.0,394444.44444444444
3-комнатная квартира,50000000,110.3 м²,Абая 244,3,8/9,3-комнатная квартира · 110.3 м² · 8/9 этаж,Other,110.3,453309.15684496827
4-комнатная квартира,53000000,118.4 м²,М. Горького — Пересечение ул Короленко,4,7/9,4-комнатная квартира · 118.4 м² · 7/9 этаж,Other,118.4,447635.1351351351
2-комнатная квартира,34900000,61 м²,"Есильский р-н, Сыганак 54",2,12/14,2-комнатная квартира · 61 м² · 12/14 этаж,Other,61.0,572131.1475409836
2-комнатная квартира,13000000,49 м²,Есенберлина 29 — 6 мик .,2,2/5,2-комнатная квартира · 49 м² · 2/5 этаж,Other,49.0,265306.1224489796
3-комнатная квартира,130000000,131 м²,"Бостандыкский р-н, Сыргабекова 55",3,4/4,3-комнатная квартира · 131 м² · 4/4 этаж,Other,131.0,992366.4122137404
1-комнатная квартира,24000000,52 м²,"мкр. Алтын орда, Р-н Батыс 2 5 — Ресторан 1001",1,4/5,1-комнатная квартира · 52 м² · 4/5 этаж,Other,52.0,461538.46153846156
3-комнатная квартира,128000000,114 м²,"Медеуский р-н, Аль-Фараби 100 — Шашкина",3,2/6,3-комнатная квартира · 114 м² · 2/6 этаж,Other,114.0,1122807.0175438595
3-комнатная квартира,35500000,90 м²,Естая 95 — Кафе Лотос,3,10/12,3-комнатная квартира · 90 м² · 10/12 этаж,Other,90.0,394444.44444444444
3-комнатная квартира,50000000,110.3 м²,Абая 244,3,8/9,3-комнатная квартира · 110.3 м² · 8/9 этаж,Other,110.3,453309.15684496827
4-комнатная квартира,53000000,118.4 м²,М. Горького — Пересечение ул Короленко,4,7/9,4-комнатная квартира · 118.4 м² · 7/9 этаж,Other,118.4,447635.1351351351
2-комнатная квартира,34900000,61 м²,"Есильский р-н, Сыганак 54",2,12/14,2-комнатная квартира · 61 м² · 12/14 этаж,Other,61.0,572131.1475409836
2-комнатная квартира,13000000,49 м²,Есенберлина 29 — 6 мик .,2,2/5,2-комнатная квартира · 49 м² · 2/5 этаж,Other,49.0,265306.1224489796
3-комнатная квартира,57000000,86 м²,"Есильский р-н, Мәңгілік Ел 53 — Улы Дала",3,7/7,3-комнатная квартира · 86 м² · 7/7 этаж,Other,86.0,662790.6976744186
3-комнатная квартира,18000000,58 м²,"Сарайшык р-н, Бастау 9 — Баканас",3,1/4,3-комнатная квартира · 58 м² · 1/4 этаж,Other,58.0,310344.8275862069
3-комнатная квартира,41000000,56 м²,"Ауэзовский р-н, мкр Таугуль, Щепкина 71А — Пятницкого - Берегового",3,2/4,3-комнатная квартира · 56 м² · 2/4 этаж,Other,56.0,732142.8571428572
3-комнатная квартира,23500000,56 м²,"Казыбек би р-н, мкр Новый Город, Пр. Н.Абдирова",3,2/5,3-комнатная квартира · 56 м² · 2/5 этаж,Other,56.0,419642.85714285716
2-комнатная квартира,32500000,49.6 м²,"Алмалинский р-н, Райымбека",2,4/4,2-комнатная квартира · 49.6 м² · 4/4 этаж,Other,49.6,655241.9354838709
4-комнатная квартира,36500000,82.6 м²,Утепова 31/4,4,6/10,4-комнатная квартира · 82.6 м² · 6/10 этаж,Other,82.6,441888.6198547216
2-комнатная квартира,16000000,42 м²,"Казыбек би р-н, мкр Михайловка , Крылова 24",2,3/5,2-комнатная квартира · 42 м² · 3/5 этаж,Other,42.0,380952.38095238095
2-комнатная квартира,22000000,52 м²,"Ульбинский, Кожедуба 52 — Кожедуба",2,6/6,2-комнатная квартира · 52 м² · 6/6 этаж,Other,52.0,423076.92307692306
4-комнатная квартира,35500000,102.9 м²,10 мкрн 3 — Гипермаркет Алтындар,4,2/9,4-комнатная квартира · 102.9 м² · 2/9 этаж,Other,102.9,344995.14091350825
3-комнатная квартира,125000000,107 м²,"Бостандыкский р-н, Гагарина 310 — Аль-фараби Гагарина",3,13/20,3-комнатная квартира · 107 м² · 13/20 этаж,Other,107.0,1168224.2990654206
3-комнатная квартира,18500000,60 м²,"Сарыарка р-н, Карасай батыр",3,3/5,3-комнатная квартира · 60 м² · 3/5 этаж,Other,60.0,308333.3333333333
3-комнатная квартира,133000000,84 м²,"Бостандыкский р-н, Абая 38",3,6,3-комнатная квартира · 84 м² · 6 этаж,Other,84.0,1583333.3333333333
4-комнатная квартира,36500000,82.6 м²,Утепова 31/4,4,6/10,4-комнатная квартира · 82.6 м² · 6/10 этаж,Other,82.6,441888.6198547216
2-комнатная квартира,16000000,42 м²,"Казыбек би р-н, мкр Михайловка , Крылова 24",2,3/5,2-комнатная квартира · 42 м² · 3/5 этаж,Other,42.0,380952.38095238095
2-комнатная квартира,22000000,52 м²,"Ульбинский, Кожедуба 52 — Кожедуба",2,6/6,2-комнатная квартира · 52 м² · 6/6 этаж,Other,52.0,423076.92307692306
4-комнатная квартира,35500000,102.9 м²,10 мкрн 3 — Гипермаркет Алтындар,4,2/9,4-комнатная квартира · 102.9 м² · 2/9 этаж,Other,102.9,344995.14091350825
3-комнатная квартира,125000000,107 м²,"Бостандыкский р-н, Гагарина 310 — Аль-фараби Гагарина",3,13/20,3-комнатная квартира · 107 м² · 13/20 этаж,Other,107.0,1168224.2990654206
3-комнатная квартира,18500000,60 м²,"Сарыарка р-н, Карасай батыр",3,3/5,3-комнатная квартира · 60 м² · 3/5 этаж,Other,60.0,308333.3333333333
3-комнатная квартира,133000000,84 м²,"Бостандыкский р-н, Абая 38",3,6,3-комнатная квартира · 84 м² · 6 этаж,Other,84.0,1583333.3333333333
3-комнатная квартира,36700000,117.2 м²,Алтын орда 19л — Халел Досмахамедулы,3,3/5,3-комнатная квартира · 117.2 м² · 3/5 этаж,Other,117.2,313139.93174061435
3-комнатная квартира,55700000,84 м²,"Нура р-н, Анет баба 6",3,14/15,3-комнатная квартира · 84 м² · 14/15 этаж,Other,84.0,663095.2380952381
1-комнатная квартира,27000000,31 м²,"Алмалинский р-н, Клочкова 32",1,2/5,1-комнатная квартира · 31 м² · 2/5 этаж,Other,31.0,870967.7419354839
1-комнатная квартира,12800000,36 м²,БУЛЬВАР ГАГАРИНА 32 — КАРБЫШЕВА,1,1/6,1-комнатная квартира · 36 м² · 1/6 этаж,Other,36.0,355555.55555555556
3-комнатная квартира,55000000,100 м²,Даумова 71/4 — рядом с парком Кирова и детским зоопарком,3,3/3,3-комнатная квартира · 100 м² · 3/3 этаж,Other,100.0,550000.0
3-комнатная квартира,71000000,112 м²,Брусиловского 167 3 — Брусиловского,3,12/18,3-комнатная квартира · 112 м² · 12/18 этаж,Other,112.0,633928.5714285715
3-комнатная квартира,19500000,67.9 м²,Көктем 2 — Желаево,3,2/2,3-комнатная квартира · 67.9 м² · 2/2 этаж,Other,67.9,287187.0397643593
2-комнатная квартира,30500000,68 м²,"Алматы р-н, Майлина 29/1 — Куйши Дина",2,6/10,2-комнатная квартира · 68 м² · 6/10 этаж,Other,68.0,448529.4117647059
1-комнатная квартира,17500000,39 м²,"Алматы р-н, Аманат 18 — Алтыбакан",1,5/5,1-комнатная квартира · 39 м² · 5/5 этаж,Other,39.0,448717.9487179487
3-комнатная квартира,16500000,69.8 м²,Жамбыла 74 — ДК/4я Школа/Талисман магазин,3,3/4,3-комнатная квартира · 69.8 м² · 3/4 этаж,Other,69.8,236389.68481375359
4-комнатная квартира,60000000,116 м²,Даумова 71/4 — рядом с парком Кирова и детским зоопарком,4,3/3,4-комнатная квартира · 116 м² · 3/3 этаж,Other,116.0,517241.3793103448
1-комнатная квартира,37500000,41.3 м²,"Бостандыкский р-н, 22 линия",1,3/4,1-комнатная квартира · 41.3 м² · 3/4 этаж,Other,41.3,907990.3147699758
5-комнатная квартира,195000000,202.7 м²,"Алматы р-н, Байтурсынова 9 — Пирамида",5,16,5-комнатная квартира · 202.7 м² · 16 этаж,Other,202.7,962012.8268376912
3-комнатная квартира,55000000,100 м²,Даумова 71/4 — рядом с парком Кирова и детским зоопарком,3,3/3,3-комнатная квартира · 100 м² · 3/3 этаж,Other,100.0,550000.0
3-комнатная квартира,71000000,112 м²,Брусиловского 167 3 — Брусиловского,3,12/18,3-комнатная квартира · 112 м² · 12/18 этаж,Other,112.0,633928.5714285715
3-комнатная квартира,19500000,67.9 м²,Көктем 2 — Желаево,3,2/2,3-комнатная квартира · 67.9 м² · 2/2 этаж,Other,67.9,287187.0397643593
2-комнатная квартира,30500000,68 м²,"Алматы р-н, Майлина 29/1 — Куйши Дина",2,6/10,2-комнатная квартира · 68 м² · 6/10 этаж,Other,68.0,448529.4117647059
1-комнатная квартира,17500000,39 м²,"Алматы р-н, Аманат 18 — Алтыбакан",1,5/5,1-комнатная квартира · 39 м² · 5/5 этаж,Other,39.0,448717.9487179487
3-комнатная квартира,16500000,69.8 м²,Жамбыла 74 — ДК/4я Школа/Талисман магазин,3,3/4,3-комнатная квартира · 69.8 м² · 3/4 этаж,Other,69.8,236389.68481375359
4-комнатная квартира,60000000,116 м²,Даумова 71/4 — рядом с парком Кирова и детским зоопарком,4,3/3,4-комнатная квартира · 116 м² · 3/3 этаж,Other,116.0,517241.3793103448
1-комнатная квартира,37500000,41.3 м²,"Бостандыкский р-н, 22 линия",1,3/4,1-комнатная квартира · 41.3 м² · 3/4 этаж,Other,41.3,907990.3147699758
5-комнатная квартира,195000000,202.7 м²,"Алматы р-н, Байтурсынова 9 — Пирамида",5,16,5-комнатная квартира · 202.7 м² · 16 этаж,Other,202.7,962012.8268376912
4-комнатная квартира,127000000,212 м²,"Ауэзовский р-н, мкр Достык, Акжунис 22",4,1/2,4-комнатная квартира · 212 м² · 1/2 этаж,Other,212.0,599056.6037735849
2-комнатная квартира,22400000,64 м²,"Казыбек би р-н, мкр Городской Аэропорт, Алтын Арка 18",2,3/4,2-комнатная квартира · 64 м² · 3/4 этаж,Other,64.0,350000.0
3-комнатная квартира,23000000,67 м²,"Аль-Фарабийский р-н, 16-й микрорайон, 16-й микрорайон 22",3,4/5,3-комнатная квартира · 67 м² · 4/5 этаж,Other,67.0,343283.58208955225
2-комнатная квартира,12300000,48.6 м²,"Красный Кордон, Юности 47 — Р-н Жибек Жолы",2,5/5,2-комнатная квартира · 48.6 м² · 5/5 этаж,Other,48.6,253086.4197530864
2-комнатная квартира,34000000,54.3 м²,"Алмалинский р-н, мкр Тастак-2, Прокофьева",2,1/5,2-комнатная квартира · 54.3 м² · 1/5 этаж,Other,54.3,626151.0128913444
2-комнатная квартира,38000000,63.4 м²,Данеш Ракышева 14 — 4-блок,2,3/4,2-комнатная квартира · 63.4 м² · 3/4 этаж,Other,63.4,599369.0851735016
4-комнатная квартира,73000000,120 м²,Джамбула — Поликлиника Жемчужина,4,2/4,4-комнатная квартира · 120 м² · 2/4 этаж,Other,120.0,608333.3333333334
2-комнатная квартира,17500000,50 м²,ПРОСПЕКТ  НУРСУЛТАНА  НАЗАРБАЕВА 91 — ЭЛЕКТРОТОВАРЫ,2,2/9,2-комнатная квартира · 50 м² · 2/9 этаж,Other,50.0,350000.0
2-комнатная квартира,17500000,36 м²,"Сарайшык р-н, Кордай — Болекпаева",2,8/9,2-комнатная квартира · 36 м² · 8/9 этаж,Other,36.0,486111.1111111111
2-комнатная квартира,21000000,58.9 м²,"Мкр.Жана кала, ул. 11, 31/2 — Проспект Бекзата Саттарханова",2,10/12,2-комнатная квартира · 58.9 м² · 10/12 этаж,Other,58.9,356536.5025466893
6-комнатная квартира,138000000,256.8 м²,"Бостандыкский р-н, Мкр. Мирас 128",6,4/6,6-комнатная квартира · 256.8 м² · 4/6 этаж,Other,256.8,537383.1775700934
6-комнатная квартира,138000000,256.8 м²,"Бостандыкский р-н, Мкр. Мирас 128",6,4/6,6-комнатная квартира · 256.8 м² · 4/6 этаж,Other,256.8,537383.1775700934
2-комнатная квартира,17400000,60 м²,"Туран р-н, Землячкий 2 — Тамерланского",2,5/5,2-комнатная квартира · 60 м² · 5/5 этаж,Other,60.0,290000.0
3-комнатная квартира,62000000,80 м²,"Медеуский р-н, мкр Думан-2, мкрн Думан-2 63",3,3/9,3-комнатная квартира · 80 м² · 3/9 этаж,Other,80.0,775000.0
3-комнатная квартира,45500000,125 м²,15-й мкр 69,3,4/15,3-комнатная квартира · 125 м² · 4/15 этаж,Other,125.0,364000.0
1-комнатная квартира,31500000,39 м²,"Алмалинский р-н, Айманова 70 — Жамбыла Айманова",1,9/9,1-комнатная квартира · 39 м² · 9/9 этаж,Other,39.0,807692.3076923077
2-комнатная квартира,28500000,42 м²,"Алмалинский р-н, Маметовой",2,1/3,2-комнатная квартира · 42 м² · 1/3 этаж,Other,42.0,678571.4285714285
2-комнатная квартира,9000000,50 м²,Комсомольский 9,2,1/5,2-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,180000.0
2-комнатная квартира,31000000,62 м²,4-й микрорайон 62 — ул. Алматинская,2,4/12,2-комнатная квартира · 62 м² · 4/12 этаж,Other,62.0,500000.0
3-комнатная квартира,19500000,67.9 м²,Малайсары батыра 17,3,6/6,3-комнатная квартира · 67.9 м² · 6/6 этаж,Other,67.9,287187.0397643593
3-комнатная квартира,14000000,56 м²,Сейфуллина 19,3,4/4,3-комнатная квартира · 56 м² · 4/4 этаж,Other,56.0,250000.0
2-комнатная квартира,9700000,50.4 м²,Аль-Фараби 24,2,3/5,2-комнатная квартира · 50.4 м² · 3/5 этаж,Other,50.4,192460.31746031746
2-комнатная квартира,44900000,60 м²,"Бостандыкский р-н, мкр Алмагуль, Жарокова 283 — Ходжанова напротив Южного парка",2,4/9,2-комнатная квартира · 60 м² · 4/9 этаж,Other,60.0,748333.3333333334
4-комнатная квартира,97000000,110 м²,"Нура р-н, Сыганак 4 — Төле би",4,9/12,4-комнатная квартира · 110 м² · 9/12 этаж,Other,110.0,881818.1818181818
2-комнатная квартира,15500000,46.5 м²,Бурова 24А — Новаторов,2,5/5,2-комнатная квартира · 46.5 м² · 5/5 этаж,Other,46.5,333333.3333333333
2-комнатная квартира,19900000,60 м²,"Нура р-н, E103 3/2 — Туран - Хусейн бен Талал",2,2/5,2-комнатная квартира · 60 м² · 2/5 этаж,Other,60.0,331666.6666666667
2-комнатная квартира,18200000,67 м²,"мкр. Алмагуль, Алмагуль 10",2,9/9,2-комнатная квартира · 67 м² · 9/9 этаж,Other,67.0,271641.7910447761
2-комнатная квартира,16300000,67 м²,Ұлы дала 31,2,1/5,2-комнатная квартира · 67 м² · 1/5 этаж,Other,67.0,243283.58208955225
3-комнатная квартира,15500000,68 м²,Бозгулова 6,3,2/3,3-комнатная квартира · 68 м² · 2/3 этаж,Other,68.0,227941.17647058822
2-комнатная квартира,10000000,54.9 м²,Мерей — ТЦ СЫРДАРЬЯ,2,5/5,2-комнатная квартира · 54.9 м² · 5/5 этаж,Other,54.9,182149.36247723133
4-комнатная квартира,31000000,84 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 2 1 — Banquet Hall Piano / ОТРАР / Степной-2, 3/5",4,3/9,4-комнатная квартира · 84 м² · 3/9 этаж,Other,84.0,369047.61904761905
2-комнатная квартира,15500000,46.5 м²,Бурова 24А — Новаторов,2,5/5,2-комнатная квартира · 46.5 м² · 5/5 этаж,Other,46.5,333333.3333333333
2-комнатная квартира,19900000,60 м²,"Нура р-н, E103 3/2 — Туран - Хусейн бен Талал",2,2/5,2-комнатная квартира · 60 м² · 2/5 этаж,Other,60.0,331666.6666666667
2-комнатная квартира,18200000,67 м²,"мкр. Алмагуль, Алмагуль 10",2,9/9,2-комнатная квартира · 67 м² · 9/9 этаж,Other,67.0,271641.7910447761
2-комнатная квартира,16300000,67 м²,Ұлы дала 31,2,1/5,2-комнатная квартира · 67 м² · 1/5 этаж,Other,67.0,243283.58208955225
3-комнатная квартира,15500000,68 м²,Бозгулова 6,3,2/3,3-комнатная квартира · 68 м² · 2/3 этаж,Other,68.0,227941.17647058822
2-комнатная квартира,10000000,54.9 м²,Мерей — ТЦ СЫРДАРЬЯ,2,5/5,2-комнатная квартира · 54.9 м² · 5/5 этаж,Other,54.9,182149.36247723133
4-комнатная квартира,31000000,84 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 2 1 — Banquet Hall Piano / ОТРАР / Степной-2, 3/5",4,3/9,4-комнатная квартира · 84 м² · 3/9 этаж,Other,84.0,369047.61904761905
3-комнатная квартира,20000000,62.3 м²,"мкр Айгуль, Тюленина 43 — Шолохова",3,5/5,3-комнатная квартира · 62.3 м² · 5/5 этаж,Other,62.3,321027.2873194222
2-комнатная квартира,25800000,49.7 м²,"Турксибский р-н, Осипенко 14",2,3/6,2-комнатная квартира · 49.7 м² · 3/6 этаж,Other,49.7,519114.6881287726
1-комнатная квартира,11900000,32.5 м²,"мкр Жастар, Ракишева 21А — Алдабергенова",1,2/5,1-комнатная квартира · 32.5 м² · 2/5 этаж,Other,32.5,366153.8461538461
2-комнатная квартира,22000000,62 м²,Сырым Датова 35 Г — Анвара,2,3/5,2-комнатная квартира · 62 м² · 3/5 этаж,Other,62.0,354838.70967741933
2-комнатная квартира,29000000,53.5 м²,Бухтарминская 62,2,10/10,2-комнатная квартира · 53.5 м² · 10/10 этаж,Other,53.5,542056.0747663551
1-комнатная квартира,12500000,31 м²,"Сарыарка р-н, Айманова 22/1",1,2/5,1-комнатная квартира · 31 м² · 2/5 этаж,Other,31.0,403225.8064516129
2-комнатная квартира,10500000,45 м²,"мкр 5, Есет батыра 140",2,1/5,2-комнатная квартира · 45 м² · 1/5 этаж,Other,45.0,233333.33333333334
2-комнатная квартира,46000000,50 м²,"Есильский р-н, Аль-Фараби 1 — Керей Жанибека",2,9/12,2-комнатная квартира · 50 м² · 9/12 этаж,Other,50.0,920000.0
4-комнатная квартира,65000000,109.58 м²,"Нура р-н, Сыганак 4",4,5,4-комнатная квартира · 109.58 м² · 5 этаж,Other,109.58,593173.9368497902
3-комнатная квартира,34000000,81 м²,"мкр. Зачаганск пгт, Мурата Монкеулы 105 — Жекпе Жек,  детский сад Айана",3,5/9,3-комнатная квартира · 81 м² · 5/9 этаж,Other,81.0,419753.0864197531
3-комнатная квартира,29000000,62.9 м²,"Турксибский р-н, мкр 13-й военный городок, спасская 63",3,4/4,3-комнатная квартира · 62.9 м² · 4/4 этаж,Other,62.9,461049.28457869636
3-комнатная квартира,27500000,62.4 м²,"Сарыарка р-н, Сейфуллина 11 — Пр Сарыарка",3,9/9,3-комнатная квартира · 62.4 м² · 9/9 этаж,Other,62.4,440705.1282051282
1-комнатная квартира,3300000,12 м²,Бажова 345,1,3/5,1-комнатная квартира · 12 м² · 3/5 этаж,Other,12.0,275000.0
4-комнатная квартира,65000000,109.58 м²,"Нура р-н, Сыганак 4",4,5,4-комнатная квартира · 109.58 м² · 5 этаж,Other,109.58,593173.9368497902
3-комнатная квартира,34000000,81 м²,"мкр. Зачаганск пгт, Мурата Монкеулы 105 — Жекпе Жек,  детский сад Айана",3,5/9,3-комнатная квартира · 81 м² · 5/9 этаж,Other,81.0,419753.0864197531
3-комнатная квартира,29000000,62.9 м²,"Турксибский р-н, мкр 13-й военный городок, спасская 63",3,4/4,3-комнатная квартира · 62.9 м² · 4/4 этаж,Other,62.9,461049.28457869636
3-комнатная квартира,27500000,62.4 м²,"Сарыарка р-н, Сейфуллина 11 — Пр Сарыарка",3,9/9,3-комнатная квартира · 62.4 м² · 9/9 этаж,Other,62.4,440705.1282051282
1-комнатная квартира,3300000,12 м²,Бажова 345,1,3/5,1-комнатная квартира · 12 м² · 3/5 этаж,Other,12.0,275000.0
3-комнатная квартира,60000000,66.3 м²,"Есильский р-н, Керей и Жанибек хандар 46",3,5/12,3-комнатная квартира · 66.3 м² · 5/12 этаж,Other,66.3,904977.375565611
5-комнатная квартира,86000000,125 м²,"Абайский р-н, Байдибек би стр. 127/7",5,4/25,5-комнатная квартира · 125 м² · 4/25 этаж,Other,125.0,688000.0
2-комнатная квартира,41000000,70 м²,Улы дала 47/1,2,2/9,2-комнатная квартира · 70 м² · 2/9 этаж,Other,70.0,585714.2857142857
3-комнатная квартира,60000000,90 м²,"Алматы р-н, Байтурсынова 30 — А426",3,8/12,3-комнатная квартира · 90 м² · 8/12 этаж,Other,90.0,666666.6666666666
3-комнатная квартира,63000000,71.7 м²,"Бостандыкский р-н, проспект Аль-Фараби 83 — Ходжанова",3,12/12,3-комнатная квартира · 71.7 м² · 12/12 этаж,Other,71.7,878661.0878661087
3-комнатная квартира,29000000,71.3 м²,Сатпаева 30,3,2/5,3-комнатная квартира · 71.3 м² · 2/5 этаж,Other,71.3,406732.11781206174
3-комнатная квартира,49500000,74 м²,"Алмалинский р-н, Пр. Райымбек 241з",3,3/9,3-комнатная квартира · 74 м² · 3/9 этаж,Other,74.0,668918.9189189189
3-комнатная квартира,29000000,59 м²,"Алматы р-н, Жумабаева 18",3,4/6,3-комнатная квартира · 59 м² · 4/6 этаж,Other,59.0,491525.42372881353
2-комнатная квартира,7500000,50 м²,5 мик 7а,2,1/5,2-комнатная квартира · 50 м² · 1/5 этаж,Other,50.0,150000.0
3-комнатная квартира,20500000,65 м²,Канипы Битибаевой 18 — Виноградова,3,3/5,3-комнатная квартира · 65 м² · 3/5 этаж,Other,65.0,315384.6153846154
2-комнатная квартира,46000000,45.3 м²,"Алмалинский р-н, Байтурсынова — Гоголя",2,5/5,2-комнатная квартира · 45.3 м² · 5/5 этаж,Other,45.3,1015452.5386313467
1-комнатная квартира,29000000,32 м²,"Бостандыкский р-н, мкр Орбита-4 2",1,3/5,1-комнатная квартира · 32 м² · 3/5 этаж,Other,32.0,906250.0
2-комнатная квартира,32836000,82.9 м²,Даумова 63,2,9/9,2-комнатная квартира · 82.9 м² · 9/9 этаж,Other,82.9,396091.67671893846
