property_type,price,size,location,rooms,floor,title,seller_type
6-комнатная квартира,335000000 ₸,270 м²,"Медеуский р-н, Зенкова 32",6,2/7,6-комнатная квартира · 270 м² · 2/7 этаж,Other
1-комнатная квартира,33920000 ₸,53 м²,"Есильский р-н, Мангилик Ел 62",1,10,1-комнатная квартира · 53 м² · 10 этаж,Other
3-комнатная квартира,27000000 ₸,65 м²,"Енбекшинский р-н, 11-й микрорайон, 11-й микрорайон 203",3,1/5,3-комнатная квартира · 65 м² · 1/5 этаж,Other
3-комнатная квартира,200000000 ₸,117 м²,"Бостандыкский р-н, Радостовца 280",3,8/12,3-комнатная квартира · 117 м² · 8/12 этаж,Other
2-комнатная квартира,50800000 ₸,77.9 м²,Алии Молдагуловой 30б — Центральный стадион,2,8/10,2-комнатная квартира · 77.9 м² · 8/10 этаж,Other
2-комнатная квартира,28500000 ₸,58.4 м²,Казыбек би 32,2,6/10,2-комнатная квартира · 58.4 м² · 6/10 этаж,Other
2-комнатная квартира,30000000 ₸,55 м²,"Турксибский р-н, мкр Алтай-1 77",2,3/9,2-комнатная квартира · 55 м² · 3/9 этаж,Other
1-комнатная квартира,26000000 ₸,33.3 м²,"Нура р-н, Чингиза Айтматова 77 — Мечеть набережная",1,7/10,1-комнатная квартира · 33.3 м² · 7/10 этаж,Other
3-комнатная квартира,36000000 ₸,81.9 м²,Сары арка 40,3,7/9,3-комнатная квартира · 81.9 м² · 7/9 этаж,Other
1-комнатная квартира,25800000 ₸,29 м²,"Алмалинский р-н, Ауэзова 2/4 — Пр. Райымбека",1,9/16,1-комнатная квартира · 29 м² · 9/16 этаж,Other
2-комнатная квартира,16200000 ₸,58.4 м²,Мира 11,2,2/2,2-комнатная квартира · 58.4 м² · 2/2 этаж,Other
3-комнатная квартира,115000000 ₸,180 м²,"Алматы р-н, Саркырама 4",3,2/5,3-комнатная квартира · 180 м² · 2/5 этаж,Other
2-комнатная квартира,35500000 ₸,69 м²,"Алатауский р-н, мкр Нуркент 82",2,9/12,2-комнатная квартира · 69 м² · 9/12 этаж,Other
3-комнатная квартира,36900000 ₸,108.81 м²,"Алматы р-н, А62 2 — Находится возле нового вокзала",3,2/9,3-комнатная квартира · 108.81 м² · 2/9 этаж,Other
2-комнатная квартира,60000000 ₸,65 м²,"Бостандыкский р-н, Аль-Фараби 63 — Аль-Фараби Шашкина",2,4/5,2-комнатная квартира · 65 м² · 4/5 этаж,Other
2-комнатная квартира,50000000 ₸,50 м²,"Бостандыкский р-н, мкр Коктем-1 41",2,2/5,2-комнатная квартира · 50 м² · 2/5 этаж,Other
1-комнатная квартира,17800000 ₸,36 м²,Набережная им.СЛАВСКОГО 58,1,2/5,1-комнатная квартира · 36 м² · 2/5 этаж,Other
2-комнатная квартира,25900000 ₸,50.2 м²,"р-н Байконур, Иманова 42 — Жубанова",2,4/9,2-комнатная квартира · 50.2 м² · 4/9 этаж,Other
3-комнатная квартира,60000000 ₸,85 м²,"Аль-Фарабийский р-н, 18-й микрорайон, Рыскулова",3,9/9,3-комнатная квартира · 85 м² · 9/9 этаж,Other
2-комнатная квартира,41000000 ₸,56 м²,"Ауэзовский р-н, мкр Таугуль 4",2,8/9,2-комнатная квартира · 56 м² · 8/9 этаж,Other
5-комнатная квартира,120000000 ₸,200 м²,"Бостандыкский р-н, мкр Нур Алатау 1839 — Возле школы ""Tamos Education""",5,2/3,5-комнатная квартира · 200 м² · 2/3 этаж,Other
2-комнатная квартира,11900000 ₸,48 м²,"Казыбек би р-н, мкр Фёдоровка , Вагонная 1",2,4/5,2-комнатная квартира · 48 м² · 4/5 этаж,Other
2-комнатная квартира,33000000 ₸,66 м²,"Алатауский р-н, мкр Аккент, мкр. Аккент 57",2,13/16,2-комнатная квартира · 66 м² · 13/16 этаж,Other
2-комнатная квартира,44790090 ₸,49 м²,"Алмалинский р-н, Муканова 233 — Кабанбай Батыра",2,2/9,2-комнатная квартира · 49 м² · 2/9 этаж,Other
3-комнатная квартира,44000000 ₸,82 м²,"мкр Авангард-2, Авангард 2 микрорайон 6В — За кафе Арман",3,2/6,3-комнатная квартира · 82 м² · 2/6 этаж,Other
4-комнатная квартира,27300000 ₸,85 м²,Кобыланды Батыра — КСК,4,2/5,4-комнатная квартира · 85 м² · 2/5 этаж,Other
2-комнатная квартира,13300000 ₸,45 м²,Абилкайыр Хана 36,2,6/9,2-комнатная квартира · 45 м² · 6/9 этаж,Other
1-комнатная квартира,23000000 ₸,42 м²,"Каратауский р-н, Микрорайон Нуртас 8 — Рядом больница Атамекен",1,2/5,1-комнатная квартира · 42 м² · 2/5 этаж,Other
1-комнатная квартира,13500000 ₸,40 м²,Островского 33 — Кенесары Островского,1,1/9,1-комнатная квартира · 40 м² · 1/9 этаж,Other
3-комнатная квартира,13000000 ₸,68 м²,Акмешит 24,3,2/5,3-комнатная квартира · 68 м² · 2/5 этаж,Other
1-комнатная квартира,25200000 ₸,47 м²,"Наурызбайский р-н, мкр Шугыла 340/36к9",1,8/10,1-комнатная квартира · 47 м² · 8/10 этаж,Other
4-комнатная квартира,26000000 ₸,74 м²,"мкр Авангард-4, Мкр. Авангард 4 8 — Возле роддома, вдоль дороги прям за светофором",4,3/5,4-комнатная квартира · 74 м² · 3/5 этаж,Other
2-комнатная квартира,48484848 ₸,80 м²,проспект Нурсултана Назарбаева 233/2,2,2/7,2-комнатная квартира · 80 м² · 2/7 этаж,Other
2-комнатная квартира,37000000 ₸,74 м²,"Есильский р-н, Сауран 5Б",2,4/9,2-комнатная квартира · 74 м² · 4/9 этаж,Other
1-комнатная квартира,17500000 ₸,28.5 м²,"Нура р-н, Е-430 4 — Район КазГЮУ",1,13/14,1-комнатная квартира · 28.5 м² · 13/14 этаж,Other
1-комнатная квартира,25200000 ₸,55.1 м²,Вокзальная 58/1 — Район Железнодорожный вокзал,1,4/5,1-комнатная квартира · 55.1 м² · 4/5 этаж,Other
1-комнатная квартира,26500000 ₸,34 м²,"Нура р-н, Туран 55/5",1,14/19,1-комнатная квартира · 34 м² · 14/19 этаж,Other
1-комнатная квартира,12000000 ₸,38 м²,"мкр Жастар, Алдабергенова 38 — тд Даулет",1,4/5,1-комнатная квартира · 38 м² · 4/5 этаж,Other
2-комнатная квартира,25500000 ₸,70 м²,28-й мкр 47,2,8/11,2-комнатная квартира · 70 м² · 8/11 этаж,Other
2-комнатная квартира,30227120 ₸,56.1 м²,"Сарыарка р-н, С 902 8",2,8/12,2-комнатная квартира · 56.1 м² · 8/12 этаж,Other
3-комнатная квартира,7900000 ₸,65 м²,Акмешит 11,3,5/5,3-комнатная квартира · 65 м² · 5/5 этаж,Other
1-комнатная квартира,37000000 ₸,41 м²,"Ауэзовский р-н, мкр Таугуль — Сайна Рыскулбекова",1,1/9,1-комнатная квартира · 41 м² · 1/9 этаж,Other
2-комнатная квартира,43000000 ₸,69 м²,Толе Би 35/1 — Туран,2,8/12,2-комнатная квартира · 69 м² · 8/12 этаж,Other
3-комнатная квартира,59000000 ₸,65 м²,"Медеуский р-н, мкр Самал-3 103/11",3,1/5,3-комнатная квартира · 65 м² · 1/5 этаж,Other
3-комнатная квартира,43000000 ₸,80 м²,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 5/2",3,3/5,3-комнатная квартира · 80 м² · 3/5 этаж,Other
2-комнатная квартира,37000000 ₸,80 м²,10-й мкр,2,6/14,2-комнатная квартира · 80 м² · 6/14 этаж,Other
2-комнатная квартира,47500000 ₸,65 м²,Исатай Тайманова,2,12/12,2-комнатная квартира · 65 м² · 12/12 этаж,Other
4-комнатная квартира,43000000 ₸,82.8 м²,Чехова 7,4,3/9,4-комнатная квартира · 82.8 м² · 3/9 этаж,Other
3-комнатная квартира,35000000 ₸,69 м²,Айтиева 8 — Айтике би,3,4/5,3-комнатная квартира · 69 м² · 4/5 этаж,Other
1-комнатная квартира,14000000 ₸,57.6 м²,Жана Кала,1,3/5,1-комнатная квартира · 57.6 м² · 3/5 этаж,Other
2-комнатная квартира,40500000 ₸,63.1 м²,"Есильский р-н, Достык 13/1 — Туркестан",2,7/8,2-комнатная квартира · 63.1 м² · 7/8 этаж,Other
3-комнатная квартира,22500000 ₸,70.7 м²,12-й мкр 52,3,4/5,3-комнатная квартира · 70.7 м² · 4/5 этаж,Other
2-комнатная квартира,25000000 ₸,76.8 м²,Молдавская 2/1,2,1/10,2-комнатная квартира · 76.8 м² · 1/10 этаж,Other
