property_type,price,size,location,rooms,floor,title,seller_type
2-комнатная квартира,16500000 ₸,55 м²,Улы Дала 15мкр 21,2,1/5,2-комнатная квартира · 55 м² · 1/5 этаж,Other
3-комнатная квартира,12000000 ₸,76.4 м²,"28А мкр, 28А-ш/а. — Мектеп, садик, остоновка Базар бәрі жанында орналасқан",3,5/5,3-комнатная квартира · 76.4 м² · 5/5 этаж,Other
3-комнатная квартира,140000000 ₸,135 м²,"Бостандыкский р-н, мкр Мирас, Мкр. Мирас 157",3,7/7,3-комнатная квартира · 135 м² · 7/7 этаж,Other
3-комнатная квартира,25500000 ₸,60 м²,"р-н Байконур, Отырар 9 — Кенесары - Валиханова",3,3/5,3-комнатная квартира · 60 м² · 3/5 этаж,Other
4-комнатная квартира,98000000 ₸,112 м²,"Ауэзовский р-н, мкр Таугуль-1, Сулейменова 24а",4,2/14,4-комнатная квартира · 112 м² · 2/14 этаж,Other
2-комнатная квартира,30000000 ₸,60 м²,"Казыбек би р-н, мкр Новый Город, Бухар Жырау 26",2,3/5,2-комнатная квартира · 60 м² · 3/5 этаж,Other
2-комнатная квартира,14500000 ₸,42 м²,мкр Жилгородок 9 — Касиподак,2,2/2,2-комнатная квартира · 42 м² · 2/2 этаж,Other
2-комнатная квартира,31500000 ₸,47.6 м²,"Нура р-н, Казыбек би 41/1 — Туран Улы Дала",2,12/14,2-комнатная квартира · 47.6 м² · 12/14 этаж,Other
1-комнатная квартира,15850000 ₸,30 м²,"р-н Байконур, Жангельдина 25 — угол пр. Республики",1,4/5,1-комнатная квартира · 30 м² · 4/5 этаж,Other
3-комнатная квартира,65000000 ₸,123.1 м²,"Медеуский р-н, Халиуллина",3,3/9,3-комнатная квартира · 123.1 м² · 3/9 этаж,Other
2-комнатная квартира,19950000 ₸,45 м²,мкр. Алтын орда,2,3/5,2-комнатная квартира · 45 м² · 3/5 этаж,Other
2-комнатная квартира,13500000 ₸,46 м²,"Ульбинский, Чернова 165 — Дкм",2,1/2,2-комнатная квартира · 46 м² · 1/2 этаж,Other
2-комнатная квартира,20000000 ₸,50.6 м²,бозтаева 40 а — находится в районе Океана,2,1/5,2-комнатная квартира · 50.6 м² · 1/5 этаж,Other
2-комнатная квартира,54000000 ₸,57 м²,"Есильский р-н, Жошы хан 16/1",2,5/7,2-комнатная квартира · 57 м² · 5/7 этаж,Other
4-комнатная квартира,48500000 ₸,75 м²,"Ауэзовский р-н, мкр №10 А 22а — Шаляпина саина",4,3/5,4-комнатная квартира · 75 м² · 3/5 этаж,Realtor
3-комнатная квартира,71450000 ₸,69 м²,"Есильский р-н, Сығанақ 52/1",3,3/9,3-комнатная квартира · 69 м² · 3/9 этаж,Other
2-комнатная квартира,25700000 ₸,54 м²,"Аль-Фарабийский р-н, 18-й микрорайон, 18-й микрорайон 18",2,5/5,2-комнатная квартира · 54 м² · 5/5 этаж,Other
2-комнатная квартира,25000000 ₸,73 м²,мкр 12,2,5/9,2-комнатная квартира · 73 м² · 5/9 этаж,Other
2-комнатная квартира,22500000 ₸,64.5 м²,Аль-Фараби 36,2,9/9,2-комнатная квартира · 64.5 м² · 9/9 этаж,Other
2-комнатная квартира,55000000 ₸,50 м²,"Бостандыкский р-н, Абая 160",2,3/18,2-комнатная квартира · 50 м² · 3/18 этаж,Other
1-комнатная квартира,10500000 ₸,38.8 м²,Энергетиков 106 — Энергетиков- маметова,1,3/9,1-комнатная квартира · 38.8 м² · 3/9 этаж,Other
3-комнатная квартира,28500000 ₸,70 м²,Мызы 5/1,3,3/5,3-комнатная квартира · 70 м² · 3/5 этаж,Other
3-комнатная квартира,38000000 ₸,94 м²,Абая 49 Б — Некрасова,3,3/3,3-комнатная квартира · 94 м² · 3/3 этаж,Other
3-комнатная квартира,205000000 ₸,150 м²,"Алмалинский р-н, Желтоксан 155",3,11/13,3-комнатная квартира · 150 м² · 11/13 этаж,Other
2-комнатная квартира,29000000 ₸,66.8 м²,"мкр Жилгородок, Нуртас Ондасынов 16б",2,6/7,2-комнатная квартира · 66.8 м² · 6/7 этаж,Other
3-комнатная квартира,37000000 ₸,64 м²,"Турксибский р-н, Жумабаева 20",3,2/4,3-комнатная квартира · 64 м² · 2/4 этаж,Other
1-комнатная квартира,19200000 ₸,38.35 м²,"Есильский р-н, Е-321",1,9/9,1-комнатная квартира · 38.35 м² · 9/9 этаж,Other
2-комнатная квартира,35000000 ₸,60 м²,мкр Ак Шагала,2,3/4,2-комнатная квартира · 60 м² · 3/4 этаж,Other
3-комнатная квартира,52000000 ₸,68 м²,"Алмалинский р-н, Желтоксан 74",3,3/5,3-комнатная квартира · 68 м² · 3/5 этаж,Other
3-комнатная квартира,20500000 ₸,75 м²,"Алихана Бокейханова р-н, 1-й квартал, 1-й квартал 10",3,3/5,3-комнатная квартира · 75 м² · 3/5 этаж,Other
2-комнатная квартира,38000000 ₸,53 м²,"Абайский р-н, мкр Кайтпас 2, К. Толеметова 64",2,10,2-комнатная квартира · 53 м² · 10 этаж,Other
3-комнатная квартира,49800000 ₸,64 м²,"Есильский р-н, Хусейн бен талал 30",3,1/9,3-комнатная квартира · 64 м² · 1/9 этаж,Other
3-комнатная квартира,113000000 ₸,110 м²,"Бостандыкский р-н, Розыбакиева 181а",3,12/13,3-комнатная квартира · 110 м² · 12/13 этаж,Other
2-комнатная квартира,8000000 ₸,51.8 м²,11 микрорайон 12,2,3/5,2-комнатная квартира · 51.8 м² · 3/5 этаж,Other
2-комнатная квартира,39700000 ₸,67 м²,"Нура р-н, Казыбек Би 37 — Казыбек Би 37",2,4,2-комнатная квартира · 67 м² · 4 этаж,Other
1-комнатная квартира,25000000 ₸,43 м²,"Есильский р-н, 38 44/1",1,5,1-комнатная квартира · 43 м² · 5 этаж,Other
3-комнатная квартира,58000000 ₸,70 м²,"Бостандыкский р-н, мкр Нур Алатау, Какимбека Салыкова 23",3,1/3,3-комнатная квартира · 70 м² · 1/3 этаж,Other
4-комнатная квартира,69500000 ₸,104 м²,"Бостандыкский р-н, Жарокова — Дунаевского",4,1/9,4-комнатная квартира · 104 м² · 1/9 этаж,Other
3-комнатная квартира,23000000 ₸,73.4 м²,Уалиханова 237 — 43 школа,3,4/4,3-комнатная квартира · 73.4 м² · 4/4 этаж,Other
2-комнатная квартира,29000000 ₸,73.2 м²,"Алматы р-н, Бауыржан Момышулы 16",2,10/12,2-комнатная квартира · 73.2 м² · 10/12 этаж,Other
1-комнатная квартира,22200000 ₸,29.8 м²,"Ауэзовский р-н, мкр Аксай-1А — Толе би яссауи",1,7/9,1-комнатная квартира · 29.8 м² · 7/9 этаж,Other
2-комнатная квартира,24000000 ₸,56 м²,"Аль-Фарабийский р-н, мкр Север , Север ш/а 18 — Ближний север сзади LC lavash centr ТД север все рядом",2,1/5,2-комнатная квартира · 56 м² · 1/5 этаж,Other
2-комнатная квартира,23000000 ₸,43 м²,Акана серэ,2,8/9,2-комнатная квартира · 43 м² · 8/9 этаж,Other
2-комнатная квартира,35000000 ₸,44 м²,"Алмалинский р-н, Курмангазы — Масанчи",2,3/4,2-комнатная квартира · 44 м² · 3/4 этаж,Other
4-комнатная квартира,37500000 ₸,80 м²,"Наурызбайский р-н, мкр Акжар, даулеткерея 152",4,5/5,4-комнатная квартира · 80 м² · 5/5 этаж,Other
2-комнатная квартира,45000000 ₸,51 м²,"Сарайшык р-н, Касым Аманжолов 22",2,4/7,2-комнатная квартира · 51 м² · 4/7 этаж,Other
3-комнатная квартира,112000000 ₸,117 м²,"Бостандыкский р-н, Маркова",3,4/9,3-комнатная квартира · 117 м² · 4/9 этаж,Other
3-комнатная квартира,43438000 ₸,117.4 м²,"мкр Центральный, Валиханова 21Б Блок 2 кв. 5а — ЖК Томирис",3,1/9,3-комнатная квартира · 117.4 м² · 1/9 этаж,Other
2-комнатная квартира,41000000 ₸,85 м²,"р-н Байконур, Отырар 2/1",2,16/17,2-комнатная квартира · 85 м² · 16/17 этаж,Other
2-комнатная квартира,29800000 ₸,80 м²,"р-н Байконур, Бейсекбаева 2 — ул. Иманова",2,8/17,2-комнатная квартира · 80 м² · 8/17 этаж,Other
3-комнатная квартира,23800000 ₸,58.8 м²,"Сарыарка р-н, Ильяс Есенберлина 20 — Ыбырая Алтынсарина",3,3,3-комнатная квартира · 58.8 м² · 3 этаж,Other
1-комнатная квартира,19500000 ₸,35.1 м²,"Наурызбайский р-н, мкр Шугыла, Алатау 12а/1 — Жунисова",1,2/10,1-комнатная квартира · 35.1 м² · 2/10 этаж,Other
3-комнатная квартира,65000000 ₸,290 м²,"р-н Байконур, Кенесары 42",3,19/20,3-комнатная квартира · 290 м² · 19/20 этаж,Other
3-комнатная квартира,62600000 ₸,74.7 м²,"Бостандыкский р-н, Розыбакиева 136 — Мынбаева",3,2/9,3-комнатная квартира · 74.7 м² · 2/9 этаж,Other
2-комнатная квартира,20000000 ₸,45 м²,"Сарыарка р-н, Республика 29 — Республики - Абая",2,4/5,2-комнатная квартира · 45 м² · 4/5 этаж,Other
2-комнатная квартира,9600000 ₸,47.1 м²,Желтоксан 25 — Ресторан Султан,2,1/6,2-комнатная квартира · 47.1 м² · 1/6 этаж,Other
3-комнатная квартира,55000000 ₸,134 м²,Елорда 19а,3,8/9,3-комнатная квартира · 134 м² · 8/9 этаж,Other
3-комнатная квартира,30000000 ₸,67 м²,Крылова 74 — Пересечение проспект Ауэзова и Крылова,3,9/9,3-комнатная квартира · 67 м² · 9/9 этаж,Other
2-комнатная квартира,29900000 ₸,49 м²,"Есильский р-н, Туркестан 10",2,14/20,2-комнатная квартира · 49 м² · 14/20 этаж,Other
4-комнатная квартира,160000000 ₸,160 м²,"Бостандыкский р-н, Маркова",4,11/13,4-комнатная квартира · 160 м² · 11/13 этаж,Other
3-комнатная квартира,20000000 ₸,55 м²,"Казыбек би р-н, мкр Новый Город, Лободы 31 — Район Вечного огня",3,5/5,3-комнатная квартира · 55 м² · 5/5 этаж,Other
4-комнатная квартира,37500000 ₸,114.7 м²,мкр 5 — Возле остановки 5 мкр,4,7/11,4-комнатная квартира · 114.7 м² · 7/11 этаж,Other
3-комнатная квартира,45000000 ₸,95 м²,"Алатауский р-н, мкр Акбулак — Проспект Райымбека",3,5/9,3-комнатная квартира · 95 м² · 5/9 этаж,Other
3-комнатная квартира,23000000 ₸,93 м²,Мкр. Байтерек 33 — Школа Жайлы,3,1/5,3-комнатная квартира · 93 м² · 1/5 этаж,Other
1-комнатная квартира,18800000 ₸,53.5 м²,"мкр. Алтын орда, Ораз татеұлы 100В",1,1/8,1-комнатная квартира · 53.5 м² · 1/8 этаж,Other
3-комнатная квартира,18000000 ₸,66.7 м²,"Ердена — Рядом школа 15-16, садик Нур бобек, дворец школьников гостиница Улытау, biscuit house, мини маркет,и так далее",3,5/5,3-комнатная квартира · 66.7 м² · 5/5 этаж,Other
1-комнатная квартира,17600000 ₸,35.4 м²,"р-н Байконур, Култобе 11 — ТЦ МЕГАСТРОЙ-ВСЕ ОСТАЕТСЯ- до ЕНУ 20 минут на пятерке",1,7/10,1-комнатная квартира · 35.4 м² · 7/10 этаж,Other
3-комнатная квартира,155000000 ₸,130 м²,"Бостандыкский р-н, Сейфуллина 574/1 к3 — Альфараби- Тимирязева",3,11/22,3-комнатная квартира · 130 м² · 11/22 этаж,Other
1-комнатная квартира,30900000 ₸,25 м²,"Медеуский р-н, Тулебаева 49/1",1,2/12,1-комнатная квартира · 25 м² · 2/12 этаж,Other
1-комнатная квартира,24500000 ₸,32 м²,"Бостандыкский р-н, Тимирязева 55а — Байзакова,Атакент, напротив Ботанического сада",1,4/4,1-комнатная квартира · 32 м² · 4/4 этаж,Other
4-комнатная квартира,212000000 ₸,160 м²,"Бостандыкский р-н, Аль-Фараби 21/8",4,14/21,4-комнатная квартира · 160 м² · 14/21 этаж,Other
4-комнатная квартира,66600000 ₸,222 м²,"4А мкр, 4а мкрн 60",4,9/10,4-комнатная квартира · 222 м² · 9/10 этаж,Other
2-комнатная квартира,38500000 ₸,44 м²,"Есильский р-н, Туран",2,2/17,2-комнатная квартира · 44 м² · 2/17 этаж,Other
2-комнатная квартира,31000000 ₸,56 м²,"Есильский р-н, мкр Шубар, Сарайшык 5 Д",2,3/14,2-комнатная квартира · 56 м² · 3/14 этаж,Other
4-комнатная квартира,38000000 ₸,180 м²,Абулхаир хан 7а,4,2/2,4-комнатная квартира · 180 м² · 2/2 этаж,Other
3-комнатная квартира,105000000 ₸,96.14 м²,"Нура р-н, проспект Туран — Около ТРЦ Хан -Шатыр",3,7/19,3-комнатная квартира · 96.14 м² · 7/19 этаж,Other
2-комнатная квартира,22400000 ₸,52.5 м²,"Сарыарка р-н, Куляш Байсеитова 126 — ТЦ КӨКТАЛ- проходит в ипотеку",2,2/5,2-комнатная квартира · 52.5 м² · 2/5 этаж,Other
4-комнатная квартира,167000000 ₸,110 м²,"Алмалинский р-н, проспект Абая 51 — Чайковского",4,2/3,4-комнатная квартира · 110 м² · 2/3 этаж,Other
2-комнатная квартира,39000000 ₸,63 м²,"Есильский р-н, Керей, Жәнібек хандар 28 — Мангилик Ел",2,10/10,2-комнатная квартира · 63 м² · 10/10 этаж,Other
2-комнатная квартира,22900000 ₸,59.8 м²,"пгт Балыкши, Бейбитшилик 93",2,3/5,2-комнатная квартира · 59.8 м² · 3/5 этаж,Other
1-комнатная квартира,23300000 ₸,42 м²,"Алматы р-н, Ж.Нажимеденова 54",1,9/12,1-комнатная квартира · 42 м² · 9/12 этаж,Other
3-комнатная квартира,109900000 ₸,135 м²,"Бостандыкский р-н, Сатпаева 30а",3,17/19,3-комнатная квартира · 135 м² · 17/19 этаж,Other
3-комнатная квартира,22000000 ₸,67 м²,"мкр 11, Аз Наурыз 2 — Угол Аз Наурыз и М.Маметовой",3,2/9,3-комнатная квартира · 67 м² · 2/9 этаж,Other
2-комнатная квартира,40500000 ₸,60 м²,"Бостандыкский р-н, мкр Алмагуль, Си-синхая 6",2,2/5,2-комнатная квартира · 60 м² · 2/5 этаж,Other
3-комнатная квартира,46000000 ₸,100 м²,"Есильский р-н, Кабанбай батыра 2/6 — Центра города , набережка",3,2/16,3-комнатная квартира · 100 м² · 2/16 этаж,Other
3-комнатная квартира,24500000 ₸,63.7 м²,Гагарина 36 — Поликлиника 1 городская,3,2/5,3-комнатная квартира · 63.7 м² · 2/5 этаж,Other
5-комнатная квартира,113000000 ₸,173.7 м²,"Наурызбайский р-н, мкр Рахат, Аскарова Асанбая 21",5,9/9,5-комнатная квартира · 173.7 м² · 9/9 этаж,Other
3-комнатная квартира,25000000 ₸,78 м²,9-й мкр 4 — у дороги,3,1/5,3-комнатная квартира · 78 м² · 1/5 этаж,Other
2-комнатная квартира,40000000 ₸,58 м²,"Жетысуский р-н, Пр. Райымбек 247 — ТРЦ Максима",2,6/9,2-комнатная квартира · 58 м² · 6/9 этаж,Other
2-комнатная квартира,31000000 ₸,64 м²,"Алматы р-н, Момышулы 2 г блок 1",2,4/17,2-комнатная квартира · 64 м² · 4/17 этаж,Other
2-комнатная квартира,15800000 ₸,48 м²,ЖМ Лесная поляна 29,2,4/5,2-комнатная квартира · 48 м² · 4/5 этаж,Other
3-комнатная квартира,48000000 ₸,67 м²,"Алмалинский р-н, Богенбай батыра 293 — Родостовцева",3,5/5,3-комнатная квартира · 67 м² · 5/5 этаж,Realtor
2-комнатная квартира,12700000 ₸,44.2 м²,"мкр Шанхай, Маресьева 79 — ул. маресьева/ ул. пацаева",2,1/5,2-комнатная квартира · 44.2 м² · 1/5 этаж,Other
2-комнатная квартира,37000000 ₸,73 м²,"Нура р-н, Сыганак 24 — Green Moll",2,2/22,2-комнатная квартира · 73 м² · 2/22 этаж,Other
2-комнатная квартира,19500000 ₸,51 м²,"Казыбек би р-н, мкр Юго-Восток, проспект Строителей 1 — Строителей и Муканова",2,5/9,2-комнатная квартира · 51 м² · 5/9 этаж,Other
3-комнатная квартира,47500000 ₸,55 м²,"Бостандыкский р-н, мкр Орбита-2",3,2/5,3-комнатная квартира · 55 м² · 2/5 этаж,Realtor
1-комнатная квартира,23500000 ₸,52 м²,"мкр. Алтын орда, Мангилик Ел 30Б",1,2/5,1-комнатная квартира · 52 м² · 2/5 этаж,Other
3-комнатная квартира,28000000 ₸,70 м²,"мкр Нурсая, Болашак 53",3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other
2-комнатная квартира,22500000 ₸,57 м²,Пл.Мелькомбината 1В,2,8/9,2-комнатная квартира · 57 м² · 8/9 этаж,Other
1-комнатная квартира,18700000 ₸,41 м²,мкр. Алтын орда 22 — Мангилик ел 22,1,2/9,1-комнатная квартира · 41 м² · 2/9 этаж,Other
1-комнатная квартира,18000000 ₸,42.8 м²,мкр. Алтын орда 9Б,1,2/10,1-комнатная квартира · 42.8 м² · 2/10 этаж,Other
2-комнатная квартира,10500000 ₸,45 м²,мухита,2,5/5,2-комнатная квартира · 45 м² · 5/5 этаж,Other
2-комнатная квартира,27000000 ₸,39 м²,"Нура р-н, Казыбек би 7/2",2,2/9,2-комнатная квартира · 39 м² · 2/9 этаж,Other
2-комнатная квартира,14000000 ₸,47 м²,Мухамеджанова 9,2,4/5,2-комнатная квартира · 47 м² · 4/5 этаж,Other
4-комнатная квартира,21000000 ₸,90 м²,12-й мкр 70,4,5,4-комнатная квартира · 90 м² · 5 этаж,Other
2-комнатная квартира,42126000 ₸,100.3 м²,Даумова 63,2,3/8,2-комнатная квартира · 100.3 м² · 3/8 этаж,Other
3-комнатная квартира,69000000 ₸,74 м²,"Бостандыкский р-н, Абая 160к5",3,2/20,3-комнатная квартира · 74 м² · 2/20 этаж,Other
3-комнатная квартира,53000000 ₸,94.1 м²,"Каратауский р-н, мкр Кайтпас 1, Байдибек би",3,4/12,3-комнатная квартира · 94.1 м² · 4/12 этаж,Other
1-комнатная квартира,19000000 ₸,34 м²,"Алатауский р-н, мкр Акбулак, Дарабоз 87",1,5/12,1-комнатная квартира · 34 м² · 5/12 этаж,Other
4-комнатная квартира,24000000 ₸,61 м²,"р-н Байконур, Абая",4,3/5,4-комнатная квартира · 61 м² · 3/5 этаж,Other
2-комнатная квартира,31000000 ₸,65 м²,"Турксибский р-н, мкр Жас Канат 1/6",2,1/9,2-комнатная квартира · 65 м² · 1/9 этаж,Other
1-комнатная квартира,15920000 ₸,39.8 м²,"Нура р-н, Е103 уч. 5",1,2/5,1-комнатная квартира · 39.8 м² · 2/5 этаж,Other
2-комнатная квартира,19000000 ₸,44.7 м²,"Казыбек би р-н, мкр Новый Город, Ерубаева 52",2,3/5,2-комнатная квартира · 44.7 м² · 3/5 этаж,Other
4-комнатная квартира,55500000 ₸,100 м²,"Ауэзовский р-н, мкр Жетысу-1",4,6/9,4-комнатная квартира · 100 м² · 6/9 этаж,Other
3-комнатная квартира,34500000 ₸,100 м²,Абая,3,1/10,3-комнатная квартира · 100 м² · 1/10 этаж,Other
3-комнатная квартира,51000000 ₸,75.28 м²,"Нура р-н, Туран 57/1 — Туран/Бухар Жырау",3,3/19,3-комнатная квартира · 75.28 м² · 3/19 этаж,Other
1-комнатная квартира,18000000 ₸,36 м²,"Жетысуский р-н, Бурундайская 91",1,3/9,1-комнатная квартира · 36 м² · 3/9 этаж,Other
2-комнатная квартира,20484000 ₸,56.9 м²,"Нура р-н, Е103 ул 3",2,1/5,2-комнатная квартира · 56.9 м² · 1/5 этаж,Other
3-комнатная квартира,69000000 ₸,120 м²,"Медеуский р-н, мкр Думан-2",3,1/5,3-комнатная квартира · 120 м² · 1/5 этаж,Other
2-комнатная квартира,43500000 ₸,70 м²,"Сарайшык р-н, Кошкарбаева 48 — Жумабаева",2,9/13,2-комнатная квартира · 70 м² · 9/13 этаж,Other
2-комнатная квартира,18500000 ₸,52.8 м²,Алатау 23,2,1/5,2-комнатная квартира · 52.8 м² · 1/5 этаж,Other
3-комнатная квартира,97600000 ₸,94 м²,"Нура р-н, Туран 39а",3,14/22,3-комнатная квартира · 94 м² · 14/22 этаж,Other
4-комнатная квартира,99999000 ₸,133.7 м²,"Ауэзовский р-н, мкр Таугуль 19",4,14/14,4-комнатная квартира · 133.7 м² · 14/14 этаж,Other
3-комнатная квартира,30000000 ₸,75 м²,"Туран р-н, 3-й микрорайон, 3-й микрорайон 13",3,4/4,3-комнатная квартира · 75 м² · 4/4 этаж,Other
3-комнатная квартира,25000000 ₸,65 м²,"мкр Школьник, мухита 73 — мухита сейфулина",3,4/5,3-комнатная квартира · 65 м² · 4/5 этаж,Other
1-комнатная квартира,11000000 ₸,35 м²,Азаттык 68,1,2/5,1-комнатная квартира · 35 м² · 2/5 этаж,Other
2-комнатная квартира,28000000 ₸,50.4 м²,мкр Жана Орда — Абулхаир Хана,2,2/5,2-комнатная квартира · 50.4 м² · 2/5 этаж,Other
3-комнатная квартира,58500000 ₸,78.8 м²,"Нура р-н, Казыбек би 41/1 — Туран",3,11/16,3-комнатная квартира · 78.8 м² · 11/16 этаж,Other
2-комнатная квартира,15900000 ₸,82 м²,Мкр Астана,2,5/5,2-комнатная квартира · 82 м² · 5/5 этаж,Other
4-комнатная квартира,162000000 ₸,170 м²,"Медеуский р-н, Достык 128",4,15/15,4-комнатная квартира · 170 м² · 15/15 этаж,Other
1-комнатная квартира,11000000 ₸,24.5 м²,"Нура р-н, Е103 1",1,1/5,1-комнатная квартира · 24.5 м² · 1/5 этаж,Other
3-комнатная квартира,78000000 ₸,73 м²,"Нура р-н, Анет баба 8 — Район Хан Шатыра",3,5/14,3-комнатная квартира · 73 м² · 5/14 этаж,Other
3-комнатная квартира,45000000 ₸,105 м²,"5-й микрорайон, 5-й микрорайон 18 — район автовокзала",3,1/9,3-комнатная квартира · 105 м² · 1/9 этаж,Other
2-комнатная квартира,25000000 ₸,42.8 м²,"Ауэзовский р-н, мкр №6 57 — Абая",2,2/4,2-комнатная квартира · 42.8 м² · 2/4 этаж,Other
2-комнатная квартира,14000000 ₸,41.3 м²,Назарбаева 223,2,1/5,2-комнатная квартира · 41.3 м² · 1/5 этаж,Other
3-комнатная квартира,49990000 ₸,75 м²,"Алматы р-н, Кошкарбаева 13",3,6/15,3-комнатная квартира · 75 м² · 6/15 этаж,Other
3-комнатная квартира,59000000 ₸,116 м²,"мкр Ак Шагала, Мкр. Ак Шагала",3,3/4,3-комнатная квартира · 116 м² · 3/4 этаж,Other
2-комнатная квартира,19500000 ₸,37 м²,"Алматы р-н, Калдаяков 26/1",2,7/9,2-комнатная квартира · 37 м² · 7/9 этаж,Other
1-комнатная квартира,30000000 ₸,41.2 м²,"Ауэзовский р-н, мкр Аксай-2 29 — Момышулы с Елемесова",1,4/5,1-комнатная квартира · 41.2 м² · 4/5 этаж,Realtor
3-комнатная квартира,74000000 ₸,98 м²,"Сарайшык р-н, Проспект Ракымжан Кошкарбаев — Тауелсиздик",3,24/30,3-комнатная квартира · 98 м² · 24/30 этаж,Other
3-комнатная квартира,30000000 ₸,60.2 м²,"Аль-Фарабийский р-н, Майлы Кожа 17-3",3,2/5,3-комнатная квартира · 60.2 м² · 2/5 этаж,Other
2-комнатная квартира,18900000 ₸,46 м²,Назарбаева 101 — Ашимова,2,10/10,2-комнатная квартира · 46 м² · 10/10 этаж,Other
3-комнатная квартира,19000000 ₸,51.2 м²,"мкр Жилгородок, Маметовой 2",3,2/5,3-комнатная квартира · 51.2 м² · 2/5 этаж,Other
2-комнатная квартира,20000000 ₸,48.9 м²,"Aлашахана 3 — Народный банк,нотариус,обл акимат,остановка",2,3/5,2-комнатная квартира · 48.9 м² · 3/5 этаж,Other
2-комнатная квартира,26800000 ₸,57 м²,"Алматы р-н, Янушкевича 1/2 — Иманова Жубанова",2,5/16,2-комнатная квартира · 57 м² · 5/16 этаж,Other
2-комнатная квартира,35500000 ₸,75 м²,"Абайский р-н, Байдибек би стр. 127/7",2,9/13,2-комнатная квартира · 75 м² · 9/13 этаж,Other
2-комнатная квартира,58000000 ₸,68.9 м²,"Алмалинский р-н, Макатаева — Муратбаева",2,9/13,2-комнатная квартира · 68.9 м² · 9/13 этаж,Realtor
2-комнатная квартира,195000000 ₸,100 м²,"Бостандыкский р-н, Аль-Фараби 77/2",2,4/22,2-комнатная квартира · 100 м² · 4/22 этаж,Other
3-комнатная квартира,103500000 ₸,105 м²,"Бостандыкский р-н, Аль-Фараби 21",3,3/21,3-комнатная квартира · 105 м² · 3/21 этаж,Other
3-комнатная квартира,50500000 ₸,79.2 м²,"Ауэзовский р-н, мкр Аксай-1А 31А — Кар сити",3,1/9,3-комнатная квартира · 79.2 м² · 1/9 этаж,Other
1-комнатная квартира,17600000 ₸,33 м²,"Абайский р-н, мкр Акжайык",1,4/5,1-комнатная квартира · 33 м² · 4/5 этаж,Other
3-комнатная квартира,26500000 ₸,63 м²,Назарбаева,3,3/5,3-комнатная квартира · 63 м² · 3/5 этаж,Other
2-комнатная квартира,29000000 ₸,62 м²,"Сарайшык р-н, А91 17 — Байтурсынова",2,2/12,2-комнатная квартира · 62 м² · 2/12 этаж,Other
4-комнатная квартира,165000000 ₸,222.6 м²,"Алматы р-н, Байтурсынова 5",4,5/18,4-комнатная квартира · 222.6 м² · 5/18 этаж,Other
2-комнатная квартира,27400000 ₸,64 м²,"мкр. Алтын орда, Батыс 2 11 Т — Школа Жайлы",2,1/9,2-комнатная квартира · 64 м² · 1/9 этаж,Other
2-комнатная квартира,36000000 ₸,48.4 м²,"Наурызбайский р-н, Кенесары хана 54",2,10/10,2-комнатная квартира · 48.4 м² · 10/10 этаж,Other
3-комнатная квартира,43000000 ₸,60 м²,"Алмалинский р-н, Ауэзова — ТРЦ Глобус",3,4/4,3-комнатная квартира · 60 м² · 4/4 этаж,Realtor
2-комнатная квартира,15000000 ₸,35 м²,"Есильский р-н, мкр Пригородный, Аль-Фараби 76 — ул Кабанбай батыра",2,6/6,2-комнатная квартира · 35 м² · 6/6 этаж,Other
1-комнатная квартира,10500000 ₸,30 м²,"Есильский р-н, мкр Пригородный, Аль фараби — Кабанбай батыра",1,5/6,1-комнатная квартира · 30 м² · 5/6 этаж,Other
3-комнатная квартира,297000000 ₸,170 м²,"Медеуский р-н, Кажымукана 101",3,1/3,3-комнатная квартира · 170 м² · 1/3 этаж,Other
3-комнатная квартира,37700000 ₸,88 м²,Протозанова 111,3,1/5,3-комнатная квартира · 88 м² · 1/5 этаж,Other
3-комнатная квартира,49500000 ₸,79 м²,"Бостандыкский р-н, Сатпаева 74 — Сатпаева Розыбакиева",3,9/9,3-комнатная квартира · 79 м² · 9/9 этаж,Other
3-комнатная квартира,44000000 ₸,68 м²,"Бостандыкский р-н, мкр Орбита-3 8",3,3/5,3-комнатная квартира · 68 м² · 3/5 этаж,Other
2-комнатная квартира,44000000 ₸,70 м²,"Каратауский р-н, мкр Нуртас, Микрорайон Нурсат 3 141",2,2/9,2-комнатная квартира · 70 м² · 2/9 этаж,Other
5-комнатная квартира,51000000 ₸,220 м²,34-й мкр 1,5,5/9,5-комнатная квартира · 220 м² · 5/9 этаж,Other
2-комнатная квартира,15000000 ₸,49.2 м²,3-й укрупненный квартал 8 — Здание быв. Пилота,2,4/5,2-комнатная квартира · 49.2 м² · 4/5 этаж,Other
3-комнатная квартира,35000000 ₸,87 м²,"Аль-Фарабийский р-н, Иляева — Иляева-Акпан Батыр перестчение",3,6/7,3-комнатная квартира · 87 м² · 6/7 этаж,Other
1-комнатная квартира,15800000 ₸,46 м²,"мкр. Алтын орда, Мустафа Шокая 39",1,7/9,1-комнатная квартира · 46 м² · 7/9 этаж,Other
1-комнатная квартира,10000000 ₸,36.8 м²,10мкр.Аса 30,1,5/5,1-комнатная квартира · 36.8 м² · 5/5 этаж,Other
5-комнатная квартира,34500000 ₸,103 м²,Машхур жусипа 286,5,9/9,5-комнатная квартира · 103 м² · 9/9 этаж,Other
